Business Name,Address No,Address 1,Address 2,Address 3,Town,County,Country,Postcode,Total Assistance Offered by Invest NI (£),Date Offer Made (Issued Date),Accepted Date,Source of Funding (Scheme),Jobs to be Created (Promoted),Total Investment by Company (Includes Invest NI Assistance) £,Sector,Start Up (Y/N),Conditions of Offer,District Council,No of Employees in Company
Steel Lintels Ireland Ltd,Unit 8,Kernan Technology Park,Kernan Road,Gilford,Craigavon,Co. Armagh,Northern Ireland,BT63 6BU,"3,000",27-Sep-13,7-Oct-13,Growth Accelerator Programme (GAP),0,"10,580",Engineering,N,Other,BANBRIDGE,2
Steel Lintels Ireland Ltd,Unit 8,Kernan Technology Park,Kernan Road,Gilford,Craigavon,Co. Armagh,Northern Ireland,BT63 6BU,"14,000",16-May-14,9-Jun-14,Selective Financial Assistance (The Jobs Fund),2,"70,000",Engineering,N,Job Creation,BANBRIDGE,2
Steel Lintels Ireland Ltd,Unit 8,Kernan Technology Park,Kernan Road,Gilford,Craigavon,Co. Armagh,Northern Ireland,BT63 6BU,"2,500",1-Jul-14,1-Jul-14,Technical Development Incentive (TDI),0,"5,000",Engineering,N,Innovation and Technical Development,BANBRIDGE,2
Steel Lintels Ireland Ltd,Unit 8,Kernan Technology Park,Kernan Road,Gilford,Craigavon,Co. Armagh,Northern Ireland,BT63 6BU,817,8-Jul-14,22-Jul-14,Technical Development Incentive (TDI),0,"1,634",Engineering,N,Innovation and Technical Development,BANBRIDGE,2
Steelbay Ltd,15,Sluggan Road, , ,Pomeroy,Co. Tyrone,Northern Ireland,BT70 2UP,"2,260",30-Aug-13,9-Sep-13,Growth Accelerator Programme (GAP),0,"14,700",Business Services,Y,Other,COOKSTOWN,1
Steelbay Ltd,15,Sluggan Road, , ,Pomeroy,Co. Tyrone,Northern Ireland,BT70 2UP,"4,700",24-Sep-13,2-Oct-13,MIS,0,"9,719",Business Services,N,Innovation and Technical Development,COOKSTOWN,1
STEELMAN ENGINEERING,3,Knockbracken Road South, , ,Belfast,Co. Antrim,Northern Ireland,BT8 8AA,"19,600",13-Apr-11,10-Aug-11,Growth Accelerator Programme (GAP),2,"84,500",Engineering,N,Job Creation,CASTLEREAGH,3
Steelweld Fabrications Limited,3,Ballyreagh Business Park,Sandholes Road, ,Cookstown,Co. Tyrone,Northern Ireland,BT80 9AR,"20,000",28-Mar-12,13-Apr-12,Growth Accelerator Programme (GAP),1,"80,000",Materials Handling/Quarry Plant,N,Job Creation,COOKSTOWN,108
Steelweld Fabrications Limited,3,Ballyreagh Business Park,Sandholes Road, ,Cookstown,Co. Tyrone,Northern Ireland,BT80 9AR,"210,000",29-Mar-12,18-May-12,Selective Financial Assistance (The Jobs Fund),35,"3,791,000",Materials Handling/Quarry Plant,N,Job Creation,COOKSTOWN,108
Steelweld Fabrications Limited,3,Ballyreagh Business Park,Sandholes Road, ,Cookstown,Co. Tyrone,Northern Ireland,BT80 9AR,"15,560",2-Jul-12,13-Aug-12,MIS,0,"51,990",Materials Handling/Quarry Plant,N,Innovation and Technical Development,COOKSTOWN,108
Steelweld Fabrications Limited,3,Ballyreagh Business Park,Sandholes Road, ,Cookstown,Co. Tyrone,Northern Ireland,BT80 9AR,"28,200",29-Jun-12,13-Aug-12,Growth Accelerator Programme (GAP),0,"78,000",Materials Handling/Quarry Plant,N,Other,COOKSTOWN,108
Steelweld Fabrications Limited,3,Ballyreagh Business Park,Sandholes Road, ,Cookstown,Co. Tyrone,Northern Ireland,BT80 9AR,980,12-Mar-13,21-Mar-13,The Leadership Programme,0,"2,000",Materials Handling/Quarry Plant,N,Skills Development,COOKSTOWN,108
Steelweld Fabrications Limited,3,Ballyreagh Business Park,Sandholes Road, ,Cookstown,Co. Tyrone,Northern Ireland,BT80 9AR,"5,654",30-May-13,20-Jun-13,Interim Managers,0,"11,539",Materials Handling/Quarry Plant,N,Skills Development,COOKSTOWN,108
Stendhal Festival Ltd,2,Minstrel Close, , ,Limavady,Co. Londonderry,Northern Ireland,BT49 0TY,"5,000",18-Jul-12,19-Jul-12,Growth Incentive,0,"12,500",Creative,N,Other,LIMAVADY,3
Stephens Catering Equipment Company Limited,205,Carnalbanagh Road, , ,Broughshane,Co. Antrim,Northern Ireland,BT42 4NY,"73,201",11-Oct-12,12-Nov-12,BITp,0,"261,432",Business Services,N,Skills Development,BALLYMENA,96
Stepping Stone Timber Products,,Leam House,Tempo, ,Enniskillen,Co. Fermanagh,Northern Ireland,BT94 3HA,"1,525",31-Jul-14,8-Aug-14,MIS,0,"3,389",Construction Products,N,Innovation and Technical Development,FERMANAGH,8
Stevia Gold Ltd,7A,Ballymullan Road,Crawfordsburn, ,Bangor,Co. Down,Northern Ireland,BT19 1JG,"1,025",25-Jul-13,29-Jul-13,Technical Development Incentive (TDI),0,"2,050",Drink,N,Innovation and Technical Development,NORTH DOWN,1
Stevia Gold Ltd,7A,Ballymullan Road,Crawfordsburn, ,Bangor,Co. Down,Northern Ireland,BT19 1JG,"2,425",7-Oct-13,15-Oct-13,Finance Vouchers,0,"4,950",Drink,N,Other,NORTH DOWN,1
Stevia Gold Ltd,7A,Ballymullan Road,Crawfordsburn, ,Bangor,Co. Down,Northern Ireland,BT19 1JG,"4,000",6-Dec-13,9-Dec-13,MIS,0,"8,250",Drink,N,Innovation and Technical Development,NORTH DOWN,1
Stevia Gold Ltd,7A,Ballymullan Road,Crawfordsburn, ,Bangor,Co. Down,Northern Ireland,BT19 1JG,"1,990",11-Dec-13,16-Dec-13,Technical Development Incentive (TDI),0,"3,980",Drink,N,Innovation and Technical Development,NORTH DOWN,1
Stevia Gold Ltd,7A,Ballymullan Road,Crawfordsburn, ,Bangor,Co. Down,Northern Ireland,BT19 1JG,"40,000",16-Jul-14,16-Jul-14,Export Start,6,"359,000",Drink,Y,Job Creation,NORTH DOWN,1
Stickleback Industries Ltd,8,Gortmore Drive, , ,Omagh,Co. Tyrone,Northern Ireland,BT78 5EA,"4,640",11-Dec-12,2-Jan-13,Technical Development Incentive (TDI),0,"9,280",General Manufacturing,N,Innovation and Technical Development,OMAGH,Not Available
"Stirk, Lamont & Associates Ltd", ,The Innovation Centre,Northern Ireland Science Park,Queens Road,Belfast,Co. Antrim,Northern Ireland,BT3 9DT,"15,000",7-Apr-11,12-Apr-11,Interim Managers,0,"41,160",Computer Software & Services,N,Skills Development,BELFAST,29
"Stirk, Lamont & Associates Ltd", ,The Innovation Centre,Northern Ireland Science Park,Queens Road,Belfast,Co. Antrim,Northern Ireland,BT3 9DT,"47,115",29-Feb-12,7-Mar-12,Grant For Research And Development,0,"101,640",Computer Software & Services,N,Research and Development,BELFAST,29
"Stirk, Lamont & Associates Ltd", ,The Innovation Centre,Northern Ireland Science Park,Queens Road,Belfast,Co. Antrim,Northern Ireland,BT3 9DT,"3,750",21-May-12,22-May-12,E Process Financial Support,0,"7,500",Computer Software & Services,N,Innovation and Technical Development,BELFAST,29
"Stirk, Lamont & Associates Ltd", ,The Innovation Centre,Northern Ireland Science Park,Queens Road,Belfast,Co. Antrim,Northern Ireland,BT3 9DT,"22,061",20-Aug-13,22-Aug-13,Grant For Research And Development,0,"44,123",Computer Software & Services,N,Research and Development,BELFAST,29
"Stirk, Lamont & Associates Ltd", ,The Innovation Centre,Northern Ireland Science Park,Queens Road,Belfast,Co. Antrim,Northern Ireland,BT3 9DT,"49,050",17-Oct-13,21-Oct-13,Growth Accelerator Programme (GAP),1,"204,142",Computer Software & Services,Y,Job Creation,BELFAST,29
"Stirk, Lamont & Associates Ltd", ,The Innovation Centre,Northern Ireland Science Park,Queens Road,Belfast,Co. Antrim,Northern Ireland,BT3 9DT,"3,200",24-Oct-13,15-Nov-13,Business Growth Programme (The Jobs Fund),0,"6,400",Computer Software & Services,N,Other,BELFAST,29
"Stirk, Lamont & Associates Ltd", ,The Innovation Centre,Northern Ireland Science Park,Queens Road,Belfast,Co. Antrim,Northern Ireland,BT3 9DT,"6,050",21-Aug-14,22-Aug-14,Skills Advancement Grant,0,"12,100",Computer Software & Services,N,Skills Development,BELFAST,29
Stirling Film And Television Productions Limited,137,University Street, , ,Belfast,Co. Antrim,Northern Ireland,BT7 1HP,"1,671",28-Jul-11,3-Aug-11,MIS,0,"5,428",Creative,N,Innovation and Technical Development,BELFAST,22
Stirling Film And Television Productions Limited,137,University Street, , ,Belfast,Co. Antrim,Northern Ireland,BT7 1HP,"4,533",10-Jul-12,26-Jul-12,Interim Managers,0,"9,251",Creative,N,Skills Development,BELFAST,22
Stockpile.co.uk Limited,43,Main Street, , ,Bellaghy,Co. Londonderry,Northern Ireland,BT45 8HT,"2,880",4-Jul-13,12-Sep-13,Growth Accelerator Programme (GAP),0,"7,200",Furniture,N,Other,MAGHERAFELT,4
Storm Xccessories Ltd,Unit 5,Swatragh Business Park,Garvagh Road, ,Swatragh,Co. Londonderry,Northern Ireland,BT46 5QE,"49,000",4-Dec-12,27-Feb-13,Selective Financial Assistance (The Jobs Fund),7,"225,000",Business Services,N,Job Creation,MAGHERAFELT,6
Storm Xccessories Ltd,Unit 5,Swatragh Business Park,Garvagh Road, ,Swatragh,Co. Londonderry,Northern Ireland,BT46 5QE,"5,000",8-Aug-13,12-Aug-13,Technical Development Incentive (TDI),0,"11,600",Business Services,N,Innovation and Technical Development,MAGHERAFELT,6
Strabane & District Caring Services,32-36,Bridge Street, , ,Strabane,Co. Tyrone,Northern Ireland,BT82 9AE,"6,000",1-Dec-11,15-Dec-11,Social Entrepreneurship Programme,0,"6,000",Food,Y,Other,STRABANE,Not Available
Strabane and Lifford Women's Centre,11,Railway Road, , ,Strabane,Co. Tyrone,Northern Ireland,BT82 8EG,"3,000",21-Apr-11,4-May-11,Social Entrepreneurship Programme,0,"3,000",Business Services,Y,Other,STRABANE,2
Strabane District Council, ,47 Derry Road, , ,Strabane,Co. Tyrone,Northern Ireland,BT82 8DY,"151,290",6-Jul-12,17-Sep-12,Council LED Measure,0,"201,720",Business Services,N,Other,STRABANE,100
Strabane District Council, ,47 Derry Road, , ,Strabane,Co. Tyrone,Northern Ireland,BT82 8DY,"67,386",19-Jun-13,18-Jul-13,Council LED Measure,0,"89,848",Business Services,N,Other,STRABANE,100
Straight Communications Ltd,,Straight House,1 Pavilions Office Park,Kinnegar Road,Holywood,Co. Down,Northern Ireland,BT18 9JQ,"3,528",25-Jun-13,1-Jul-13,MIS,0,"12,005",Business Services,N,Innovation and Technical Development,NORTH DOWN,2
Straight Communications Ltd,,Straight House,1 Pavilions Office Park,Kinnegar Road,Holywood,Co. Down,Northern Ireland,BT18 9JQ,"13,488",29-Aug-13,2-Sep-13,Growth Accelerator Programme (GAP),9,"406,520",Business Services,Y,Job Creation,NORTH DOWN,2
Strain Engineering and Co Limited,6,Newferry Road, , ,Bellaghy,Co. Londonderry,Northern Ireland,BT45 8ND,"1,280",15-Jul-11,25-Jul-11,Growth Incentive,0,"3,200",Engineering,N,Other,MAGHERAFELT,13
Strain Engineering and Co Limited,6,Newferry Road, , ,Bellaghy,Co. Londonderry,Northern Ireland,BT45 8ND,"7,644",31-Oct-11,22-Nov-11,Interim Managers,0,"15,600",Engineering,N,Skills Development,MAGHERAFELT,13
Strain Engineering and Co Limited,6,Newferry Road, , ,Bellaghy,Co. Londonderry,Northern Ireland,BT45 8ND,"32,144",8-Dec-11,24-Feb-12,Growth Accelerator Programme (GAP),1,"80,360",Engineering,Y,Job Creation,MAGHERAFELT,13
Strain Engineering and Co Limited,6,Newferry Road, , ,Bellaghy,Co. Londonderry,Northern Ireland,BT45 8ND,"49,000",18-Feb-14,21-Feb-14,Selective Financial Assistance (The Jobs Fund),7,"236,000",Engineering,N,Job Creation,MAGHERAFELT,13
Strategy and Change Consulting Limited,61,Hammond Farm, , ,Lisburn,Co. Antrim,Northern Ireland,BT28 2RY,"7,795",3-Feb-14,8-Feb-14,Skills Accelerator Grant,0,"15,590",Business Services,N,Skills Development,LISBURN,2
Streamline Plastics Ltd,27,Drumatee Road,Markethill, ,Armagh,Co. Armagh,Northern Ireland,BT60 1QE,"2,750",3-May-13,8-May-13,Technical Development Incentive (TDI),0,"5,500",General Manufacturing,N,Innovation and Technical Development,ARMAGH,2
Streamline Plastics Ltd,27,Drumatee Road,Markethill, ,Armagh,Co. Armagh,Northern Ireland,BT60 1QE,"1,750",3-May-13,8-May-13,Technical Development Incentive (TDI),0,"3,500",General Manufacturing,N,Innovation and Technical Development,ARMAGH,2
Streamline Plastics Ltd,27,Drumatee Road,Markethill, ,Armagh,Co. Armagh,Northern Ireland,BT60 1QE,"1,600",3-May-13,8-May-13,Technical Development Incentive (TDI),0,"3,200",General Manufacturing,N,Innovation and Technical Development,ARMAGH,2
Streamline Plastics Ltd,27,Drumatee Road,Markethill, ,Armagh,Co. Armagh,Northern Ireland,BT60 1QE,"1,600",27-Jun-14,7-Jul-14,Technical Development Incentive (TDI),0,"3,200",General Manufacturing,N,Innovation and Technical Development,ARMAGH,2
Streamline Plastics Ltd,27,Drumatee Road,Markethill, ,Armagh,Co. Armagh,Northern Ireland,BT60 1QE,"2,000",24-Jul-14,28-Jul-14,Growth Accelerator Programme (GAP),0,"5,000",General Manufacturing,N,Other,ARMAGH,2
Streamline Plastics Ltd,27,Drumatee Road,Markethill, ,Armagh,Co. Armagh,Northern Ireland,BT60 1QE,"6,000",23-Jul-14,28-Jul-14,Selective Financial Assistance (The Jobs Fund),2,"58,400",General Manufacturing,N,Job Creation,ARMAGH,2
Style Product Development Ltd,44,Hillhead Road,Dondonald, ,Belfast,Co. Down,Northern Ireland,BT16 1XD,"1,100",21-Dec-11,18-Jan-12,Technical Development Incentive (TDI),0,"2,200",Software,N,Innovation and Technical Development,CASTLEREAGH,2
Suki Teahouse Limited,Unit 6A,Twin Spires Centre,155 Northumberland Street, ,Belfast,Co. Antrim,Northern Ireland,BT13 2JF,"1,893",5-Jan-12,12-Jan-12,Technical Development Incentive (TDI),0,"3,785",Drink,N,Innovation and Technical Development,BELFAST,11
Suki Teahouse Limited,Unit 6A,Twin Spires Centre,155 Northumberland Street, ,Belfast,Co. Antrim,Northern Ireland,BT13 2JF,450,12-Jan-12,18-Jan-12,Technical Development Incentive (TDI),0,"1,000",Drink,N,Innovation and Technical Development,BELFAST,11
Suki Teahouse Limited,Unit 6A,Twin Spires Centre,155 Northumberland Street, ,Belfast,Co. Antrim,Northern Ireland,BT13 2JF,"2,950",13-Feb-12,16-Feb-12,MIS,0,"5,900",Drink,N,Innovation and Technical Development,BELFAST,11
Suki Teahouse Limited,Unit 6A,Twin Spires Centre,155 Northumberland Street, ,Belfast,Co. Antrim,Northern Ireland,BT13 2JF,"18,536",14-Nov-12,22-Nov-12,BITp,0,"46,340",Drink,N,Skills Development,BELFAST,11
Suki Teahouse Limited,Unit 6A,Twin Spires Centre,155 Northumberland Street, ,Belfast,Co. Antrim,Northern Ireland,BT13 2JF,"35,000",17-Jan-13,25-Jan-13,Selective Financial Assistance (The Jobs Fund),7,"254,630",Drink,N,Job Creation,BELFAST,11
Suki Teahouse Limited,Unit 6A,Twin Spires Centre,155 Northumberland Street, ,Belfast,Co. Antrim,Northern Ireland,BT13 2JF,"35,488",4-Mar-13,8-Mar-13,Growth Accelerator Programme (GAP),0,"125,880",Drink,N,Other,BELFAST,11
Suki Teahouse Limited,Unit 6A,Twin Spires Centre,155 Northumberland Street, ,Belfast,Co. Antrim,Northern Ireland,BT13 2JF,"1,164",20-Mar-13,8-Apr-13,The Leadership Programme,0,"2,375",Drink,N,Skills Development,BELFAST,11
Suki Teahouse Limited,Unit 6A,Twin Spires Centre,155 Northumberland Street, ,Belfast,Co. Antrim,Northern Ireland,BT13 2JF,"1,609",15-May-13,17-May-13,Technical Development Incentive (TDI),0,"3,218",Drink,N,Innovation and Technical Development,BELFAST,11
Suki Teahouse Limited,Unit 6A,Twin Spires Centre,155 Northumberland Street, ,Belfast,Co. Antrim,Northern Ireland,BT13 2JF,0,28-Jun-13,28-Jun-13,PMG,4,"113,539",Drink,N,Job Creation,BELFAST,11
Suki Teahouse Limited,Unit 6A,Twin Spires Centre,155 Northumberland Street, ,Belfast,Co. Antrim,Northern Ireland,BT13 2JF,"3,819",16-Sep-13,24-Sep-13,MIS,0,"11,737",Drink,N,Innovation and Technical Development,BELFAST,11
Suki Teahouse Limited,Unit 6A,Twin Spires Centre,155 Northumberland Street, ,Belfast,Co. Antrim,Northern Ireland,BT13 2JF,"2,540",3-Sep-14,10-Sep-14,Skills Advancement Grant,0,"5,080",Drink,N,Skills Development,BELFAST,11
Summer Garden Salads Ltd,Unit 27,Dungannon Enterprise Centre,Coalisland Road, ,Dungannon,Co. Tyrone,Northern Ireland,BT71 6JT,"32,860",6-Sep-12,10-Sep-12,Growth Accelerator Programme (GAP),4,"82,150",Food,Y,Job Creation,DUNGANNON,1
Summer Garden Salads Ltd,Unit 27,Dungannon Enterprise Centre,Coalisland Road, ,Dungannon,Co. Tyrone,Northern Ireland,BT71 6JT,"2,250",19-Apr-13,23-Apr-13,Technical Development Incentive (TDI),0,"4,500",Food,N,Innovation and Technical Development,DUNGANNON,1
Superchip (NI) Limited,Unit 16,Rosevale Industrial Estate,Moira Road, ,Lisburn,Co. Antrim,Northern Ireland,BT28 1RW,"5,664",4-Oct-11,14-Oct-11,MIS,0,"22,582",Food,N,Innovation and Technical Development,LISBURN,2
Superchip (NI) Limited,Unit 16,Rosevale Industrial Estate,Moira Road, ,Lisburn,Co. Antrim,Northern Ireland,BT28 1RW,"6,129",4-Oct-11,14-Oct-11,Pre-Start,0,"15,323",Food,Y,Other,LISBURN,2
Superdrive Motorsport Centre,7,Derryneskan Road, , ,Portadown,Co. Armagh,Northern Ireland,BT62 1UH,"1,600",26-Nov-13,20-Feb-14,Growth Accelerator Programme (GAP),0,"4,000",Tourism,Y,Other,CRAIGAVON,5
Superior Trade Frames Limited, ,Ballyharry Business Park,5 Berkshire Road,Donaghadee Road,Newtownards,Co. Down,Northern Ireland,BT23 7HH,"2,200",5-Jun-14,23-Jun-14,Technical Development Incentive (TDI),0,"4,400",Building Materials,N,Innovation and Technical Development,ARDS,2
Superior Trade Frames Limited, ,Ballyharry Business Park,5 Berkshire Road,Donaghadee Road,Newtownards,Co. Down,Northern Ireland,BT23 7HH,"3,250",5-Jun-14,23-Jun-14,Technical Development Incentive (TDI),0,"6,500",Building Materials,N,Innovation and Technical Development,ARDS,2
Supreme Stadium Ltd, ,Sedennan,Loughmuck Road, ,Omagh,Co. Tyrone,Northern Ireland,BT78 1SE,"6,800",18-Oct-12,7-Nov-12,Growth Accelerator Programme (GAP),1,"19,000",Creative,Y,Job Creation,OMAGH,1
Supreme Stadium Ltd, ,Sedennan,Loughmuck Road, ,Omagh,Co. Tyrone,Northern Ireland,BT78 1SE,"1,500",27-Nov-12,12-Apr-13,MIS,0,"3,000",Creative,N,Innovation and Technical Development,OMAGH,1
Surface Innovations (NI) Ltd,Unit 8-9,Tidal Industrial Estate,Roguery Road, ,Toome,Co. Londonderry,Northern Ireland,BT41 3PT,"17,000",6-Sep-11,15-Nov-11,Growth Accelerator Programme (GAP),1,"42,500",Building Materials,Y,Job Creation,MAGHERAFELT,2
Surf-Spec Limited, ,NIBEC,University of Ulster, ,Newtownabbey,Co. Antrim,Northern Ireland,BT37 0QB,"20,000",5-Jun-13,7-Jun-13,Propel Programme,0,"20,000",Engineering,N,Skills Development,BELFAST,1
Surf-Spec Limited, ,NIBEC,University of Ulster, ,Newtownabbey,Co. Antrim,Northern Ireland,BT37 0QB,"10,000",19-Nov-13,16-Dec-13,Growth Accelerator Programme (GAP),0,"25,000",Engineering,Y,Other,NEWTOWNABBEY,1
Survival Solutions Limited,72,Ashmount Park,Lisburn, ,Lisburn,Co. Antrim,Northern Ireland,BT27 5DG,"2,738",7-Feb-14,13-Feb-14,Technical Development Incentive (TDI),0,"5,475",Software,N,Innovation and Technical Development,LISBURN,2
Susan Black Fashion,75,Tamnamore Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 6RJ,"1,630",3-Feb-12,12-Feb-12,Pre-Start,0,"4,075",Primary Textiles,Y,Other,DUNGANNON,2
Swiss Facades Ltd,96,Piney Hill, , ,Magherafelt,Co. Londonderry,Northern Ireland,BT45 6PZ,"4,865",23-Sep-14,28-Sep-14,Growth Accelerator Programme (GAP),0,"13,900",Construction Products,Y,Other,MAGHERAFELT,1
Sydney B Scott & Sons, ,Loughanhill Industrial Estate, , ,Coleraine,Co. Derry,Northern Ireland,BT52 2NR,"18,617",11-Jul-14,17-Jul-14,MIS,0,"54,457",Food,N,Innovation and Technical Development,COLERAINE,44
Sylus Limited, ,Omagh Enterprise,Great Northern Road, ,Omagh,Co. Tyrone,Northern Ireland,BT78 5LU,"4,896",9-Jul-12,13-Jul-12,MIS,0,"11,200",Business Services,N,Innovation and Technical Development,OMAGH,Not Available
Syncseries Limited,20,Dunarnon Road, , ,Magherafelt,Co. Londonderry,Northern Ireland,BT45 5HY,"8,468",22-Nov-13,28-Nov-13,Growth Accelerator Programme (GAP),0,"38,910",Creative,Y,Other,MAGHERAFELT,2
Sysco Software (N.I.) Limited,2,Cromac Place,Cromac Wood,Ormeau Road,Belfast,Co. Down,Northern Ireland,BT7 2JB,"15,000",5-Apr-12,23-Apr-12,Interim Managers,0,"30,612",Software,N,Skills Development,BELFAST,29
Sysco Software (N.I.) Limited,2,Cromac Place,Cromac Wood,Ormeau Road,Belfast,Co. Down,Northern Ireland,BT7 2JB,"14,700",28-Sep-12,10-Oct-12,Interim Managers,0,"30,000",Software,N,Skills Development,BELFAST,29
Sysco Software (N.I.) Limited,2,Cromac Place,Cromac Wood,Ormeau Road,Belfast,Co. Down,Northern Ireland,BT7 2JB,"28,406",11-Nov-13,25-Nov-13,Growth Accelerator Programme (GAP),1,"96,546",Software,N,Job Creation,BELFAST,29
System Controls Limited,C4,Fergusons Way,Kilbegs Business Park, ,Antrim,Co. Antrim,Northern Ireland,BT41 4LZ,"4,967",3-Nov-11,7-Nov-11,MIS,0,"15,980",Business Services,N,Innovation and Technical Development,ANTRIM,10
System Controls Limited,C4,Fergusons Way,Kilbegs Business Park, ,Antrim,Co. Antrim,Northern Ireland,BT41 4LZ,"21,070",23-May-12,28-May-12,BITp,0,"52,674",Business Services,N,Skills Development,ANTRIM,10
System Controls Limited,C4,Fergusons Way,Kilbegs Business Park, ,Antrim,Co. Antrim,Northern Ireland,BT41 4LZ,"32,000",11-Jul-14,22-Jul-14,SFA less than 250k,5,"135,000",Business Services,N,Job Creation,ANTRIM,10
System Ready Ltd,54,Richmond Avenue, , ,Lisburn, ,Northern Ireland,BT28 2DL,"20,000",20-May-13,22-May-13,Propel Programme,0,"20,000",Computer Software & Services,N,Skills Development,LISBURN,1
System Ready Ltd,54,Richmond Avenue, , ,Lisburn, ,Northern Ireland,BT28 2DL,500,11-Sep-13,13-Sep-13,Technical Development Incentive (TDI),0,"1,000",Computer Software & Services,N,Innovation and Technical Development,LISBURN,1
T And M Electrical,81,Tullygrawley Road,Glarryford, ,Ballymena,Co. Antrim,Northern Ireland,BT44 9HE,700,12-Jan-12,19-Jan-12,Technical Development Incentive (TDI),0,"1,400",General Manufacturing,N,Innovation and Technical Development,BALLYMENA,1
T Cole And Son,Unit 29,Carrickfergus Enterprise Centre,Meadowbank Road, ,Carrickfergus,Co. Antrim,Northern Ireland,BT38 8YF,"18,000",21-Nov-11,5-Dec-11,Export Start,2,"63,000",Business Services,Y,Job Creation,CARRICKFERGUS,3
T For Tools,63,William Street, , ,Lurgan,Co. Armagh,Northern Ireland,BT66 6JB,"4,750",6-Aug-12,15-Aug-12,MIS,0,"9,500",Business Services,N,Innovation and Technical Development,CRAIGAVON,3
T H Nicholson, ,The Harbour, , ,Kilkeel,Co. Down,Northern Ireland,BT34 4AX,"6,860",11-Oct-13,21-Oct-13,Interim Managers,0,"14,000",Food,N,Skills Development,NEWRY & MOURNE,14
T. Met Limited,84,Armagh Road, , ,Moy,Co. Tyrone,Northern Ireland,BT71 7JA,"30,000",31-Jan-12,2-Mar-12,Selective Financial Assistance (The Jobs Fund),6,"192,000",Business Services,N,Job Creation,ARMAGH,66
T. Morrow & Sons,22,Camlough Road, , ,Newry,Co. Down,Northern Ireland,BT35 6JP,"13,810",9-Jan-12,11-Jan-12,Growth Accelerator Programme (GAP),1,"31,820",Horticulture,N,Job Creation,NEWRY & MOURNE,5
T. Morrow & Sons,22,Camlough Road, , ,Newry,Co. Down,Northern Ireland,BT35 6JP,0,24-Jul-12,6-Aug-12,PMG,2,"45,113",Horticulture,N,Job Creation,NEWRY & MOURNE,5
T.G. Eakin Limited,15,Ballystockart Road, , ,Comber,Co. Down,Northern Ireland,BT23 5QY,"23,864",20-May-14,27-May-14,Skills Growth Programme,0,"47,728",Life Sciences,N,Skills Development,ARDS,47
T.O.D. Foods Limited,10,Antrim Business Park, , ,Antrim,Co. Antrim,Northern Ireland,BT41 4LD,"13,860",14-Feb-14,17-Feb-14,Grant For Research And Development,0,"19,800",Food,N,Research and Development,ANTRIM,1
T.O.D. Foods Limited,10,Antrim Business Park, , ,Antrim,Co. Antrim,Northern Ireland,BT41 4LD,"1,205",16-May-14,21-May-14,Technical Development Incentive (TDI),0,"2,410",Food,N,Innovation and Technical Development,ANTRIM,1
T.O.D. Foods Limited,10,Antrim Business Park, , ,Antrim,Co. Antrim,Northern Ireland,BT41 4LD,"6,140",16-Jul-14,18-Jul-14,Growth Accelerator Programme (GAP),0,"15,350",Food,Y,Other,ANTRIM,1
T.S. Foods Limited,40,Mary Street, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9DU,"6,248",13-Nov-12,22-Nov-12,Interim Managers,0,"12,750",Food,N,Skills Development,DOWN,50
T.S. Foods Limited,40,Mary Street, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9DU,"5,880",25-Apr-13,29-Apr-13,Interim Managers,0,"12,000",Food,N,Skills Development,DOWN,50
T.S. Foods Limited,40,Mary Street, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9DU,"47,080",23-Dec-13,20-Jan-14,Growth Accelerator Programme (GAP),6,"125,000",Food,N,Job Creation,DOWN,50
T.S. Foods Limited,40,Mary Street, , ,Castlewellan,Co. Down,Northern Ireland,BT31 9DU,"99,100",2-Jul-14,14-Aug-14,SFA less than 250k,5,"639,000",Food,N,Job Creation,DOWN,50
T.S.I. (Ireland) Ltd, ,Rainbow Communications House,Maryland Industrial Estate,286 Ballygowan Road,Belfast,Co. Antrim,Northern Ireland,BT23 6BL,"36,000",30-Oct-12,7-Nov-12,Selective Financial Assistance (The Jobs Fund),6,"262,000",Telecoms,N,Job Creation,CASTLEREAGH,58
T.S.I. (Ireland) Ltd, ,Rainbow Communications House,Maryland Industrial Estate,286 Ballygowan Road,Belfast,Co. Antrim,Northern Ireland,BT23 6BL,"13,760",30-Oct-12,7-Nov-12,Growth Accelerator Programme (GAP),0,"34,400",Telecoms,Y,Other,CASTLEREAGH,58
T.S.I. (Ireland) Ltd, ,Rainbow Communications House,Maryland Industrial Estate,286 Ballygowan Road,Belfast,Co. Antrim,Northern Ireland,BT23 6BL,"16,240",8-Sep-14,10-Sep-14,MIS,0,"62,109",Telecoms,N,Innovation and Technical Development,CASTLEREAGH,58
Tactility Factory Limited,117,Weavers Court, , ,Belfast,Co. Antrim,Northern Ireland,BT12 5GH,"9,173",30-May-12,22-Jun-12,Interim Managers,0,"18,720",Creative,N,Skills Development,BELFAST,2
Tactility Factory Limited,117,Weavers Court, , ,Belfast,Co. Antrim,Northern Ireland,BT12 5GH,"4,900",15-Mar-13,20-Mar-13,Interim Managers,0,"10,000",Creative,N,Skills Development,BELFAST,2
